0.00208333,0
0.00416667,0
0.00625,0
0.00833333,0
0.0104167,0
0.0125,0
0.0145833,0
0.0166667,0
0.01875,0
0.0208333,0
0.0229167,0
0.025,0
0.0270833,0
0.0291667,0
0.03125,0
0.0333333,0
0.0354167,0
0.0375,0
0.0395833,0
0.0416667,0
0.04375,0
0.0458333,0
0.0479167,0
0.05,0
0.0520833,0
0.0541667,0
0.05625,0
0.0583333,0
0.0604167,0
0.0625,0
0.0645833,0
0.0666667,0
0.06875,1
0.0708333,1
0.0729167,1
0.075,1
0.0770833,2
0.0791667,2
0.08125,3
0.0833333,3
0.0854167,3
0.0875,3
0.0895833,3
0.0916667,3
0.09375,3
0.0958333,3
0.0979167,3
0.1,3
0.102083,3
0.104167,3
0.10625,3
0.108333,3
0.110417,4
0.1125,4
0.114583,4
0.116667,4
0.11875,4
0.120833,4
0.122917,5
0.125,5
0.127083,5
0.129167,5
0.13125,5
0.133333,5
0.135417,5
0.1375,6
0.139583,6
0.141667,6
0.14375,7
0.145833,7
0.147917,7
0.15,7
0.152083,7
0.154167,7
0.15625,8
0.158333,8
0.160417,8
0.1625,8
0.164583,8
0.166667,8
0.16875,8
0.170833,8
0.172917,8
0.175,8
0.177083,9
0.179167,9
0.18125,9
0.183333,10
0.185417,11
0.1875,11
0.189583,11
0.191667,11
0.19375,11
0.195833,12
0.197917,12
0.2,12
0.202083,13
0.204167,14
0.20625,14
0.208333,14
0.210417,14
0.2125,14
0.214583,14
0.216667,14
0.21875,14
0.220833,14
0.222917,14
0.225,14
0.227083,14
0.229167,14
0.23125,14
0.233333,14
0.235417,14
0.2375,15
0.239583,15
0.241667,16
0.24375,16
0.245833,16
0.247917,16
0.25,16
0.252083,16
0.254167,17
0.25625,17
0.258333,17
0.260417,17
0.2625,17
0.264583,17
0.266667,17
0.26875,17
0.270833,18
0.272917,19
0.275,19
0.277083,19
0.279167,19
0.28125,19
0.283333,19
0.285417,20
0.2875,21
0.289583,22
0.291667,22
0.29375,22
0.295833,22
0.297917,22
0.3,22
0.302083,22
0.304167,23
0.30625,23
0.308333,23
0.310417,23
0.3125,24
0.314583,24
0.316667,24
0.31875,24
0.320833,24
0.322917,24
0.325,24
0.327083,25
0.329167,25
0.33125,25
0.333333,25
0.335417,25
0.3375,26
0.339583,26
0.341667,26
0.34375,26
0.345833,26
0.347917,26
0.35,26
0.352083,27
0.354167,27
0.35625,27
0.358333,27
0.360417,27
0.3625,27
0.364583,27
0.366667,28
0.36875,28
0.370833,28
0.372917,29
0.375,30
0.377083,31
0.379167,31
0.38125,31
0.383333,31
0.385417,31
0.3875,32
0.389583,32
0.391667,33
0.39375,33
0.395833,33
0.397917,33
0.4,34
0.402083,34
0.404167,34
0.40625,34
0.408333,35
0.410417,35
0.4125,35
0.414583,35
0.416667,35
0.41875,35
0.420833,35
0.422917,36
0.425,36
0.427083,36
0.429167,36
0.43125,36
0.433333,37
0.435417,37
0.4375,38
0.439583,38
0.441667,38
0.44375,39
0.445833,39
0.447917,39
0.45,39
0.452083,39
0.454167,39
0.45625,40
0.458333,40
0.460417,40
0.4625,41
0.464583,42
0.466667,42
0.46875,42
0.470833,43
0.472917,43
0.475,44
0.477083,44
0.479167,45
0.48125,46
0.483333,46
0.485417,47
0.4875,47
0.489583,47
0.491667,48
0.49375,48
0.495833,48
0.497917,48
0.5,48
0.502083,49
0.504167,50
0.50625,50
0.508333,50
0.510417,51
0.5125,51
0.514583,52
0.516667,53
0.51875,53
0.520833,54
0.522917,54
0.525,54
0.527083,54
0.529167,55
0.53125,55
0.533333,56
0.535417,56
0.5375,56
0.539583,57
0.541667,58
0.54375,59
0.545833,59
0.547917,59
0.55,59
0.552083,59
0.554167,60
0.55625,60
0.558333,60
0.560417,60
0.5625,60
0.564583,61
0.566667,61
0.56875,61
0.570833,61
0.572917,62
0.575,63
0.577083,63
0.579167,64
0.58125,64
0.583333,64
0.585417,65
0.5875,65
0.589583,66
0.591667,66
0.59375,66
0.595833,66
0.597917,67
0.6,67
0.602083,67
0.604167,68
0.60625,69
0.608333,70
0.610417,71
0.6125,72
0.614583,72
0.616667,72
0.61875,73
0.620833,73
0.622917,74
0.625,74
0.627083,74
0.629167,74
0.63125,74
0.633333,74
0.635417,75
0.6375,75
0.639583,76
0.641667,77
0.64375,77
0.645833,77
0.647917,78
0.65,79
0.652083,79
0.654167,80
0.65625,81
0.658333,82
0.660417,82
0.6625,82
0.664583,82
0.666667,83
0.66875,83
0.670833,83
0.672917,83
0.675,84
0.677083,84
0.679167,84
0.68125,84
0.683333,85
0.685417,85
0.6875,86
0.689583,87
0.691667,87
0.69375,87
0.695833,88
0.697917,88
0.7,89
0.702083,89
0.704167,90
0.70625,90
0.708333,90
0.710417,91
0.7125,92
0.714583,93
0.716667,93
0.71875,94
0.720833,95
0.722917,95
0.725,96
0.727083,96
0.729167,96
0.73125,97
0.733333,97
0.735417,97
0.7375,97
0.739583,97
0.741667,97
0.74375,98
0.745833,99
0.747917,100
0.75,101
0.752083,102
0.754167,103
0.75625,103
0.758333,103
0.760417,104
0.7625,105
0.764583,106
0.766667,106
0.76875,107
0.770833,108
0.772917,109
0.775,110
0.777083,111
0.779167,112
0.78125,113
0.783333,114
0.785417,114
0.7875,115
0.789583,116
0.791667,117
0.79375,118
0.795833,118
0.797917,119
0.8,120
0.802083,121
0.804167,122
0.80625,122
0.808333,122
0.810417,122
0.8125,123
0.814583,123
0.816667,124
0.81875,124
0.820833,125
0.822917,125
0.825,125
0.827083,125
0.829167,125
0.83125,125
0.833333,126
0.835417,126
0.8375,126
0.839583,126
0.841667,126
0.84375,126
0.845833,127
0.847917,128
0.85,128
0.852083,129
0.854167,130
0.85625,130
0.858333,130
0.860417,131
0.8625,132
0.864583,132
0.866667,133
0.86875,134
0.870833,134
0.872917,135
0.875,136
0.877083,137
0.879167,137
0.88125,138
0.883333,138
0.885417,139
0.8875,140
0.889583,140
0.891667,141
0.89375,142
0.895833,143
0.897917,143
0.9,144
0.902083,144
0.904167,145
0.90625,145
0.908333,146
0.910417,146
0.9125,147
0.914583,147
0.916667,148
0.91875,148
0.920833,149
0.922917,149
0.925,150
0.927083,151
0.929167,152
0.93125,153
0.933333,153
0.935417,153
0.9375,154
0.939583,155
0.941667,155
0.94375,156
0.945833,156
0.947917,157
0.95,157
0.952083,157
0.954167,158
0.95625,159
0.958333,160
0.960417,161
0.9625,162
0.964583,162
0.966667,163
0.96875,164
0.970833,165
0.972917,166
0.975,167
0.977083,168
0.979167,168
0.98125,168
0.983333,169
0.985417,170
0.9875,170
0.989583,170
0.991667,171
0.99375,172
0.995833,173
0.997917,173
1,173
